key,translation,locale
customer.account.shopping_list,Shopping lists,en_US
customer.account.shopping_list.access,Access,en_US
customer.account.shopping_list.access.full_access,Full Access,en_US
customer.account.shopping_list.access.read_only,Read Only,en_US
customer.account.shopping_list.create.success,List '%name%' was created successfully.,en_US
customer.account.shopping_list.create.failed,Shopping list creation failed.,en_US
customer.account.shopping_list.overview.create.success,Shopping List has been created successfully.,en_US
customer.account.shopping_list.overview.shared_with,Shared with,en_US
customer.account.shopping_list.overview.title,Manage Shopping Lists,en_US
customer.account.shopping_list.overview.enter_name,Enter name here,en_US
customer.account.shopping_list.overview.add_new,Create shopping list,en_US
customer.account.shopping_list.overview.name,Name,en_US
customer.account.shopping_list.overview.item_count,no. of items,en_US
customer.account.shopping_list.overview.modified_date,Date of last update,en_US
customer.account.shopping_list.overview.created_date,Created,en_US
customer.account.shopping_list.overview.actions,Actions,en_US
customer.account.shopping_list.overview.edit,Edit,en_US
customer.account.shopping_list.overview.warning,Warning,en_US
customer.account.shopping_list.overview.view,View,en_US
customer.account.shopping_list.overview.form.new,Create new shopping list,en_US
customer.account.shopping_list.overview.delete,Delete,en_US
customer.account.shopping_list.overview.empty,You do not have any shopping lists yet.,en_US
customer.account.shopping_list.overview.share,Share,en_US
customer.account.shopping_list.overview.print,Print,en_US
customer.account.shopping_list.overview.dismiss,Dismiss,en_US
shopping_list_page.dismiss_confirmation.trying_to_dismiss,Are you sure that you want to dismiss shopping list?,en_US
shopping_list_page.dismiss.failed,Shopping list was not dismissed.,en_US
shopping_list_page.dismiss.success,Shopping list was dismissed successfully.,en_US
shopping_list_page.aria_label.choose.shopping_list,Choose the shopping list %shoppingListName% to add its items to the cart.,en_US
customer.account.shopping_list.share.from.share,Share,en_US
customer.account.shopping_list.share.from.share.title,"Share ""%name%""",en_US
customer.account.shopping_list.share.from.share_with,Share Shopping List with:,en_US
customer.account.shopping_list.item.select_item,At least one product should be selected.,en_US
customer.account.shopping_list.item.add.success,Item %sku% was added to the List.,en_US
customer.account.shopping_list.item.add.failed,Item %sku% could not be added to the List.,en_US
customer.account.shopping_list.items.added_to_cart.select_list,At least one shopping list should be selected.,en_US
customer.account.shopping_list.product,Product,en_US
customer.account.shopping_list.price,Price,en_US
customer.account.shopping_list.overview.variant,Variant,en_US
customer.account.shopping_list.availability,Availability,en_US
customer.account.shopping_list.available,Available,en_US
customer.account.shopping_list.not_available,Currently not available,en_US
customer.account.shopping_list.add-to-cart,Add to Cart,en_US
customer.account.shopping_list.empty,Currently there are no items in your shopping list.,en_US
customer.account.shopping_list.add_all_available_to_cart,Add all available products to cart,en_US
customer.account.shopping_list.quick_add,Quick add to shopping list,en_US
customer.account.shopping_list.quick_add.submit,Add,en_US
customer.account.shopping_list.subtotal,Subtotal,en_US
customer.account.shopping_list.print_shopping_list,Print,en_US
customer.account.shopping_list.item.not_added,Failed to add product to shopping list.,en_US
customer.account.shopping_list.add_item.success,Item has been added to the shopping list.,en_US
customer.account.shopping_list.item.remove.success,Product removed successfully.,en_US
customer.account.shopping_list.item.remove.failed,Product was not removed from shopping list.,en_US
customer.account.shopping_list.updated,Shopping list updated successfully,en_US
customer.account.shopping_list.clear.success,Shopping list was successfully cleared.,en_US
customer.account.shopping_list.delete.success,Shopping list deleted successfully.,en_US
customer.account.shopping_list.delete.failed,Shopping list was not deleted.,en_US
customer.account.shopping_list.delete.you_are_trying_to_delete_shopping_list,You are trying to delete shopping list,en_US
customer.account.shopping_list.delete.warning,Warning,en_US
customer.account.shopping_list.delete.it_belongs_to_follow,It belongs to following,en_US
customer.account.shopping_list.delete.it_will_be_deleted_from_all_of_them,It will be deleted from all of them!,en_US
customer.account.shopping_list.quantity,Quantity,en_US
customer.account.shopping_list.remove,Remove,en_US
customer.account.shopping_list.access,Access,en_US
customer.account.shopping_list.permissions.NO_ACCESS,No access,en_US
customer.account.shopping_list.permissions.READ_ONLY,Read only,en_US
customer.account.shopping_list.permissions.FULL_ACCESS,Full access,en_US
customer.account.shopping_list.item.added_to_cart.failed,Some of selected items were not added to cart.,en_US
customer.account.shopping_list.items.added_to_cart.not_found,There are no products available for adding to cart.,en_US
customer.account.shopping_list.item.added_to_cart,Item added to cart successfully.,en_US
customer.account.shopping_list.item.added_all_available_to_cart,Available items added to cart successfully.,en_US
customer.account.shopping_list.item.added_all_available_to_cart.failed,Not all items are added to cart successfully,en_US
validation.not_blank,This value should not be blank.,en_US
validation.invalid_date,Date should be in correct format %s.,en_US
validation.address_number,This value is not valid (accepted format e.g.: 12c).,en_US
validation.zip_code,This field should contain exactly 5 digits.,en_US
validation.min_length,This field must be at least {{ limit }} characters long.,en_US
validation.max_length.singular,This value is too long. It should have {{ limit }} character or less.,en_US
validation.max_length.plural,This value is too long. It should have {{ limit }} characters or less.,en_US
validation.email,This value is not a valid email address.,en_US
validation.choice,This value is not valid,en_US
shopping_list.cart.items_add.failed,Items could not be added to the List,en_US
shopping_list.cart.items_add.success,Items were added to the List,en_US
shopping_list.not_applicable,N/A,en_US
shopping_list_add_items_widget.add_to_shopping_list,Add to shopping list,en_US
page.detail.add-to-shopping-list,Add to Shopping list,en_US
cart.add-to-shopping-list,Add to Shopping list,en_US
cart.add-to-shopping-list.form,Save cart to a shopping list,en_US
cart.add-to-shopping-list.form.placeholder,Enter name of a new shopping list,en_US
cart.add-to-shopping-list.form.add_new,Add new shopping list,en_US
cart.add-to-shopping-list.form.create,Create shopping list,en_US
cart.add-to-shopping-list.form.error.empty_name,"Please, enter shopping list name",en_US
cart.quick_add_to_cart,Quick add to Cart,en_US
cart.quick_add_to_cart.submit,Add to Cart,en_US
product_quick_add_widget.form.quantity,# Qty,en_US
product_quick_add_widget.form.error.quantity.required,Quantity must be at least 1,en_US
product_quick_add_widget.form.error.quantity.max_value_constraint,Provided quantity is too high,en_US
product_quick_add_widget.form.error.redirect_route_empty,Redirect router should not be empty,en_US
product_quick_add_widget.form.error.sku.empty,SKU should not be empty,en_US
customer.account.shopping_list.overview.add_shopping_list_to_cart,Add selected to,en_US
customer.account.shopping_list.items.added_to_cart.failed,Some items were not added to cart.,en_US
customer.account.shopping_list.items.added_to_cart,Items added to cart successfully.,en_US
customer.account.shopping_list.add_selected_items_to_cart,Add selected items to cart,en_US
customer.account.shopping_list.share.select_company_user,Select customer,en_US
customer.account.shopping_list.share.select_company_business_unit,Select business unit,en_US
customer.account.shopping_list.share.select_permission,Select access level,en_US
customer.account.shopping_list.share.error.one_id_required,Please choose either customer or business unit to share the shopping list with,en_US
customer.account.shopping_list.share.share_shopping_list_successful,Sharing shopping list was successful,en_US
customer.account.shopping_list.share.share_shopping_list_fail,This shopping list has been shared before with this entity,en_US
customer.account.shopping_list.overview.owner,Owner,en_US
customer.account.shopping_list.error.duplicate_name,A shopping list with the same name already exists.,en_US
customer.account.shopping_list.error.cannot_update,Cannot update shopping list.,en_US
customer.account.shopping_list.share.choose_access,Choose access,en_US
packaging_unit_type.item.name,Item,en_US
packaging_unit_type.ring_500.name,Ring (500m),en_US
packaging_unit_type.box.name,Box,en_US
packaging_unit_type.palette.name,Palette,en_US
packaging_unit_type.giftbox.name,Giftbox,en_US
packaging_unit_type.valentines_special.name,Valentine's special,en_US
packaging_unit_type.pack_5.name,Pack 5,en_US
packaging_unit_type.pack_10.name,Pack 10,en_US
business_on_behalf_widget.no_selected_company,Your Business Unit,en_US
business_on_behalf_widget.change_company_user,Select Business Unit,en_US
company_user.business_on_behalf.error.company_not_active,"You can not select this company user, company is not active.",en_US
company_user.business_on_behalf.error.company_user_invalid,"You can not select this company user, it is invalid.",en_US
company_user.change_company_user,Select Business Unit,en_US
company_user.no_company,No Business Unit,en_US
company_user.company_choice,Business Unit,en_US
company_user.remember_choice,Remember choice,en_US
company_page.company_user_restricted_message,Regular customers are not allowed to operate on company pages,en_US
company_page.company_business_unit_restricted_message,You don't have permissions to perform this operation,en_US
company_page.validation.error.company_user.unauthorized_request,Unauthorized request.,en_US
customer.account.print_shopping_list.table.barcode,Barcode,en_US
customer.account.print_shopping_list.table.product_sku,Product SKU,en_US
customer.account.print_shopping_list.table.product_name,Product name,en_US
customer.account.print_shopping_list.table.default_price,Default price,en_US
customer.account.print_shopping_list.table.note,Note,en_US
customer.account.print_shopping_list.title.shopping_list_id,Shopping List ID,en_US
customer.account.print_shopping_list.title.shopping_list_name,Shopping List Name,en_US
company.account.address.delete_confimation_page,Business Units,en_US
company_page.address_delete_confirmation.title,You are trying to delete address,en_US
company_page.address_delete_confirmation.notification,It belongs to follow business units,en_US
company_page.address_delete_confirmation.delete_notification,It will be deleted from all of them.,en_US
label.button.submit,OK,en_US
label.button.cancel,Cancel,en_US
company.account.create_address_information,Create Address Information,en_US
company.account.address,Company Address,en_US
company.account.is_default,Root,en_US
message.business_unit_address.create,Business unit address '%address%' was created successfully.,en_US
message.business_unit_address.update,Business unit address '%address%' was updated successfully.,en_US
message.business_unit_address.delete,Business unit address was deleted successfully.,en_US
message.business_unit.create,Business unit '%unit%' was created successfully.,en_US
message.business_unit.update,Business unit '%unit%' was updated successfully.,en_US
message.business_unit.delete,Business unit '%unit%' was deleted successfully.,en_US
message.submit_link,Ok!,en_US
company.business_unit.delete.message.text,You are trying to delete Business unit,en_US
company.account.choose_parent_company_business_unit,Choose parent Business Unit,en_US
company.account.choose_parent_company_business_unit_placeholder,Parent BU name,en_US
company.account,Company Account,en_US
company.account.form.fk_parent_company_bu.placeholder,Parent BU name,en_US
company.account.address.delete.message.title,Warning,en_US
company.account.address.delete.message.description,You are trying to delete address,en_US
company.account.address.delete.message.belongs,It belongs to follow business units,en_US
company.account.address.delete.message.all,It will be deleted from all of them,en_US
company.account.address.assign,Assign Addresses,en_US
company.account.address.assigned,Assigned addresses,en_US
company.account.address.unassigned,Unassigned addresses,en_US
company.account.address.assigned.empty,No assigned addresses,en_US
company.account.address.unassigned.empty,No unassigned addresses,en_US
product_discontinued_widget.note,Note,en_US
product_discontinued.super_attribute_discontinued,Discontinued,en_US
product_discontinued.message.product_discontinued,"Product is discontinued, please choose an alternative one.",en_US
shopping_list.pre.check.product_discontinued,"Product %sku% is discontinued, please choose an alternative one.",en_US
cart.pre.check.product_discontinued,"Product '%name%' is discontinued, please choose an alternative one.",en_US
replacement_for_widget.replacement_for,Replacement for,en_US
product_alternative_widget.product_alternative,Alternative products,en_US
product_alternative_widget.add_to_shopping_list,Add to shopping list,en_US
product_alternative_widget.alternative_for,Alternative for,en_US
product_alternative_widget.product_status.discontinued,Discontinued,en_US
product_alternative_widget.show_all,Show all,en_US
product_alternative_widget.not_applicable,N/A,en_US
place_order.pre_check.product_discontinued,"Product '%name%' is discontinued, please choose an alternative one",en_US
page.detail.volume_price.quantity,Quantity,en_US
page.detail.volume_price.price,Price,en_US
page.detail.volume_price,Volume pricing,en_US
page.detail.volume_price.saving,Saving,en_US
customer.order.canceledTotal,Canceled amount,en_US
customer.order.remunerationTotal,Remuneration Total,en_US
customer.order.refundTotal,Refund Total,en_US
packaging-units.recommendation.amount-min-violation,Minimum amount requirements for product are not fulfilled,en_US
packaging-units.recommendation.amount-max-violation,Maximum amount requirements for product are not fulfilled,en_US
packaging-units.recommendation.amount-interval-violation,Amount interval requirements for product are not fulfilled,en_US
packaging_units.recommendation.suggestion,Would you like to add:,en_US
packaging_units.recommendation.between-units-info,The amount you have chosen is in between 2 base units,en_US
packaging_units.cart.quantity,Quantity,en_US
packaging_units.cart.amount,Amount,en_US
packaging_units.cart.units,Units,en_US
packaging_units.cart.item,Items,en_US
packaging_units.pdp.quantity,Quantity,en_US
packaging_units.pdp.amount,Amount,en_US
packaging_units.pdp.sales-units,Sales Units,en_US
cart.pre.check.amount.min.failed,Minimum amount requirements for product SKU '%sku%' are not fulfilled.,en_US
cart.pre.check.amount.max.failed,Maximum amount for product SKU '%sku%' is exceeded.,en_US
cart.pre.check.amount.interval.failed,Amount interval requirements for product SKU '%sku%' are not fulfilled.,en_US
cart.pre.check.amount.is_not_variable.failed,Default amount requirements for product SKU '%sku%' are not fulfilled.,en_US
main_slider.btn.title,Shop Now,en_US
show_more.btn.title,Explore,en_US
main_slider_1.url,/en/office-furniture,en_US
main_slider_2.url,/en/stationery,en_US
main_slider_3.url,/en/office-equipment,en_US
company.account.company_role.delete.confirmation.warning,Warning,en_US
company.account.company_role.delete.confirmation.trying_to_delete,You are trying to delete company role,en_US
company.account.company_role.delete.confirmation.deletion_warning,It will be permanently deleted from your company,en_US
company.account.company_role.delete.back,Back,en_US
company.account.company_role.delete,Delete,en_US
company.account.company_role.delete.successful,Company role has been successfully removed,en_US
company.account.company_role.delete.confirmation.assigned_users,Users assigned to this role,en_US
company.account.company_role.delete.confirmation.assigned_users_message,You cannot delete company role until it has assigned company users,en_US
company.account.company_role.delete.error.cannot_remove,Company role cannot be removed,en_US
permission.name.AddCompanyUserPermissionPlugin,Add company users,en_US
permission.name.ManageCompanyUserInvitationPermissionPlugin,Invite users,en_US
permission.name.AddCartItemPermissionPlugin,Add item to cart,en_US
permission.name.ChangeCartItemPermissionPlugin,Change item in cart,en_US
permission.name.RemoveCartItemPermissionPlugin,Remove item from cart,en_US
permission.name.PlaceOrderWithAmountUpToPermissionPlugin,Place Order,en_US
permission.name.SeeCompanyMenuPermissionPlugin,See Company Menu,en_US
permission.name.DeleteCompanyUsersPermissionPlugin,Delete company users,en_US
permission.name.EditCompanyUsersPermissionPlugin,Edit company users,en_US
permission.name.DeleteCompanyRolesPermissionPlugin,Delete company roles,en_US
permission.name.CreateCompanyRolesPermissionPlugin,Create company roles,en_US
permission.name.EditCompanyRolesPermissionPlugin,Edit company roles,en_US
permission.name.SeeCompanyRolesPermissionPlugin,View company roles,en_US
company.account.company_user.assign_roles.empty_roles.error,At least one role must be assigned to a user,en_US
company.account.company_role.delete.error.default_role,"You can not delete a default role, please set another default role before delete action",en_US
permission.name.CompanyUserStatusChangePermissionPlugin,Enable / Disable company users,en_US
company.account.company_role.create,Create role,en_US
company.account.company_role.create.successful,Role has been successfully created.,en_US
company.account.company_role.update.successful,Role has been successfully updated.,en_US
company.account.company_user.form.select_roles,Select roles,en_US
company.account.company_user.form.select_business_unit,Select business unit,en_US
message.business_unit.create.error,An error occurred while trying to create business unit '%unit%'.,en_US
message.business_unit.update.error,An error occurred while trying to update business unit '%unit%'.,en_US
message.business_unit.delete.error,An error occurred while trying to delete business unit '%unit%'.,en_US
product.sets.widget.title,Shop the Collection,en_US
product.set,Product Set,en_US
product.set.detail.add_all_to,Add all to,en_US
checkout.success.to_orders.url,/en/customer/order,en_US
checkout.success.to_orders.title,Go to My Orders,en_US
checkout.success.back_to_home.title,Back to Home,en_US
customer.account.shopping_list.create_from_cart.choose_shopping_list,Choose shopping list,en_US
customer.account.shopping_list.create_from_cart.name,Name,en_US
customer.account.shopping_list.create_from_cart.form_title,'%cart_name%' add to shopping list,en_US
customer.account.shopping_list.create_from_cart.title,Add to shopping list,en_US
customer.account.shopping_list.shopping_cart,Shopping carts,en_US
customer.account.shopping_list.business_unit,Business Unit,en_US
customer.account.shopping_list.customer,Customer,en_US
page.multi_cart.shopping_cart.list.title,Shopping carts,en_US
page.multi_cart.shopping_cart.list.create_link,Create Shopping Cart,en_US
page.multi_cart.shopping_cart.list.label.name,Name,en_US
page.multi_cart.shopping_cart.list.label.num_of_products,no. of items,en_US
page.multi_cart.shopping_cart.list.label.prices,Prices,en_US
page.multi_cart.shopping_cart.list.label.total,Total,en_US
page.multi_cart.shopping_cart.list.label.actions,Actions,en_US
page.multi_cart.shopping_cart.list.link.edit_name,Edit name,en_US
page.multi_cart.shopping_cart.list.link.duplicate,Duplicate,en_US
page.multi_cart.shopping_cart.list.link.delete,Delete,en_US
page.multi_cart.shopping_cart.list.link.add_to_list,Add to list,en_US
page.multi_cart.shopping_cart.list.label.item,Item,en_US
page.multi_cart.shopping_cart.list.label.items,Items,en_US
customer.account.shopping_cart.list.title,Manage Shopping carts,en_US
widget.shared_cart.multi_cart.permissions.READ_ONLY,Read-only,en_US
widget.shared_cart.multi_cart.permissions.FULL_ACCESS,Full access,en_US
widget.shared_cart.multi_cart.permissions.OWNER_ACCESS,Owner access,en_US
page.multi_cart.shopping_cart.list.label.access,Access,en_US
widget.shopping_list.multi_cart.to_shopping_list,To shopping list,en_US
page.multi_cart.shopping_cart.update.title,Edit,en_US
page.multi_cart.shopping_cart.create.title,Create,en_US
validation.address_number,This value is not valid (accepted format e.g.: 12c).,en_US
validation.zip_code,This field should contain exactly 5 digits.,en_US
validation.email,This value is not a valid email address.,en_US
validation.choice,This value is not valid,en_US
customer.order.reorder.error.unable_to_reorder_items,"You can not reorder those products directly, please add them to your cart separately",en_US
shopping_list_widget.items,Items,en_US
shopping_list_widget.full_access,Full access,en_US
shopping_list_widget.read_only,Read only,en_US
shopping_list.create_new_list,Create New List,en_US
shopping_list.no_lists_created,You do not have any shopping lists yet.,en_US
agent.authentication.failed,Authentication failed,en_US
agent.login.title,Access your account,en_US
agent.login.email,Email,en_US
agent.login.password,Password,en_US
agent.login,Agent login,en_US
agent.control_bar.agent_mode,Agent Mode,en_US
agent.control_bar.agent_mode_active,Agent Mode Active,en_US
agent.control_bar.select_customer,Select customer,en_US
agent.control_bar.start_customer_session,Start customer session,en_US
agent.control_bar.search_customers,Search customers,en_US
agent.control_bar.assisting,Assisting,en_US
agent.control_bar.quote_requests,Quote Requests,en_US
agent.control_bar.end_agent_session,End Agent Session,en_US
agent.control_bar.end_agent_session_confirm_title,End Agent Session?,en_US
agent.control_bar.end_agent_session_confirm_body,This ends your agent session only and you will stay logged in to the store.,en_US
agent.control_bar.cancel,Cancel,en_US
agent.control_bar.switch_customer,Switch Customer,en_US
agent.control_bar.switch_customer_confirm_title,Switch Customer?,en_US
agent.control_bar.switch_customer_confirm_body,"Your session will end with %currentName%, if you switch to %newName%. Please confirm if you like to proceed.",en_US
agent.autocomplete.no_results,No results found,en_US
agent_security_blocker_merchant_portal_gui.error.account_blocked,Too many log in attempts from your address. Please wait %minutes% minutes before trying again.,en_US
autocomplete.placeholder,Search,en_US
bundle.title,Bundle includes,en_US
shopping_list.all_shopping_lists,All Shopping Lists,en_US
error_page.title,Page not found.,en_US
error_page.home_link,Go to Homepage,en_US
error_page.text,We couldn't find the page you're looking for.,en_US
company.account.business_unit.create,Create,en_US
company.account.address.delete_confimation_page,Business Units,en_US
company_page.address_delete_confirmation.title,You are trying to delete address,en_US
company_page.address_delete_confirmation.notification,It belongs to follow business units,en_US
company_page.address_delete_confirmation.delete_notification,It will be deleted from all of them.,en_US
label.button.submit,OK,en_US
label.button.cancel,Cancel,en_US
company.account.create_address_information,Create Address Information,en_US
company.account.address,Company Address,en_US
company.account.is_default,Root,en_US
message.business_unit_address.create,Business unit address '%address%' was created successfully.,en_US
message.business_unit_address.update,Business unit address '%address%' was updated successfully.,en_US
message.business_unit_address.delete,Business unit address was deleted successfully.,en_US
message.business_unit.create,Business unit '%unit%' was created successfully.,en_US
message.business_unit.update,Business unit '%unit%' was updated successfully.,en_US
message.business_unit.delete,Business unit '%unit%' was deleted successfully.,en_US
sales-order-threshold.hard-minimum-threshold.de.eur.message,You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout,en_US
sales-order-threshold.hard-minimum-threshold.de.chf.message,You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout,en_US
sales-order-threshold.hard-maximum-threshold.de.eur.message,The cart value cannot be higher than {{threshold}}. Please remove some items to proceed with the order,en_US
sales-order-threshold.hard-maximum-threshold.de.chf.message,The cart value cannot be higher than {{threshold}}. Please remove some items to proceed with the order,en_US
sales-order-threshold.soft-minimum-threshold.de.eur.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout.",en_US
sales-order-threshold.soft-minimum-threshold.de.chf.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout.",en_US
merchant-relationship-threshold.hard.de.eur.mr-8.message,You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout,en_US
merchant-relationship-threshold.soft.de.eur.mr-8.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout.",en_US
merchant-relationship-threshold.hard.de.eur.mr-9.message,You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout,en_US
merchant-relationship-threshold.soft.de.eur.mr-9.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout with additional fee of {{fee}} for this order.",en_US
merchant-relationship-threshold.hard.de.eur.mr-10.message,You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout,en_US
merchant-relationship-threshold.soft.de.eur.mr-10.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout with additional fee of {{fee}} for this order.",en_US
merchant-relationship-threshold.hard.de.eur.mr-11.message,You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout,en_US
merchant-relationship-threshold.soft.de.eur.mr-11.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout with additional fee of {{fee}} for this order.",en_US
merchant-relationship-threshold.hard.de.eur.mr-12.message,You should add items for {{threshold}} to pass a recommended threshold. You can't proceed with checkout,en_US
merchant-relationship-threshold.soft.de.eur.mr-12.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout with additional fee of {{fee}} for this order.",en_US
merchant-relationship-threshold.soft.de.eur.mr-13.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout with additional fee of {{fee}} for this order.",en_US
merchant-relationship-threshold.soft.de.eur.mr-14.message,"You need to add items for {{threshold}} to pass a recommended threshold, but if you want can proceed to checkout with additional fee of {{fee}} for this order.",en_US
company.business_unit.delete.message.text,You are trying to delete Business unit,en_US
company.account.choose_parent_company_business_unit,Choose parent Business Unit,en_US
company.account.choose_parent_company_business_unit_placeholder,Parent BU name,en_US
company.account,Company Account,en_US
company.account.form.fk_parent_company_bu.placeholder,Parent BU name,en_US
company.account.address.delete.message.title,Warning,en_US
company.account.address.delete.message.text,You are trying to delete address,en_US
company.account.address.delete.message.belongs,It belongs to follow business units,en_US
company.account.address.delete.message.all,It will be deleted from all of them,en_US
company.account.address.assigned,Assign Addresses,en_US
company.account.address.unassigned,Unassigned Addresses,en_US
company.account.address.assigned.empty,No assigned addresses,en_US
company.account.address.unassigned.empty,No unassigned addresses,en_US
message.business_unit.update.cycle_dependency_error,"Company Business Unit '%unit%' has not been updated. A Business Unit cannot be set as a child to an own child Business Unit, please check the Business Unit hierarchy.",en_US
customer.access.cannot_see_price,Please login to see the price,en_US
company.account.company_user.edit_information,Edit user information,en_US
Only company users are allowed to access this page,Only company users are allowed to access this page.,en_US
shopping_list.not_found,Shopping list was not found,en_US
shopping_list.already_removed,This shopping list has been deleted,en_US
shopping_list.no_access,You do not have permissions to view this shopping list,en_US
global.search.pages,Pages,en_US
global.search.results.view,View,en_US
cms.page.sort.relevance,Sort by relevance,en_US
cms.page.sort.name_asc,Sort by name ascending,en_US
cms.page.sort.name_desc,Sort by name descending,en_US
cms.page.itemsFound,Items found,en_US
cms.page.filter.per,Per Page,en_US
cms.page.filter.sort,Sort by,en_US
product-quantity.errors.quantity.min.failed,Quantity %s does not satisfy requirements for product. Minimum quantity is %s.,en_US
product-quantity.errors.quantity.max.failed,Quantity %s does not satisfy requirements for product. Maximum quantity is %s.,en_US
product-quantity.errors.quantity.interval.failed,Quantity %s does not satisfy requirements for product. Quantity step is %s.,en_US
availability_notification.notify_me,Notify me when back in stock,en_US
availability_notification.do_not_notify_me,Do not notify me when back in stock,en_US
availability_notification.subscribed,Successfully subscribed,en_US
availability_notification.unsubscribed,Successfully unsubscribed,en_US
availability_notification.successfully_unsubscribed,Successfully unsubscribed,en_US
availability_notification.successfully_unsubscribed_text,You have successfully unsubscribed from being notified when the product is available again,en_US
availability_notification_subscription.mail.subscribed.head,We just informed our purchase team about your subscription!,en_US
availability_notification_subscription.mail.subscribed.body,You will receive an email when the product will be available again,en_US
availability_notification_subscription.mail.subscribed.subject,We just informed our purchase team about your subscription!,en_US
availability_notification_subscription.mail.unsubscribed.subject,You will not be notified when the product %name% will be available again.,en_US
availability_notification_subscription.mail.unsubscribed.body,You will not be notified when the product %name% will be available again.,en_US
availability_notification_subscription.mail.notification.buy_now,Buy now,en_US
availability_notification_subscription.mail.notification.subject,%name% is available again!,en_US
availability_notification_subscription.mail.notification.head,%name% is available again!,en_US
availability_notification_subscription.mail.notification.body,"The wait is over, you can now add this product inside your cart.",en_US
availability_notification_subscription.mail.copyright,"<em>Copyright © current year company name, All rights reserved.</em><br><br>",en_US
availability_notification_subscription.mail.unsubscribe,"Want to change how you receive these emails?<br>You can <a target=""_blank"" href=""%link%"" style=""mso-line-height-rule: exactly;-ms-text-size-adjust: 100%;-webkit-text-size-adjust: 100%;color: #656565;font-weight: normal;text-decoration: underline;"">unsubscribe from this list</a>.",en_US
availability_notification.email_address,Email address,en_US
product-quantity.notification.quantity.min.failed,The ordered quantity was adjusted to the next possible quantity for the article because minimum quantity is %min%.,en_US
product-quantity.notification.quantity.max.failed,The ordered quantity was adjusted to the next possible quantity for the article because maximum quantity is %max%.,en_US
product-quantity.notification.quantity.interval.failed,The ordered quantity was adjusted to the next possible quantity for the article because quantity step is %step%.,en_US
product-quantity.warning.quantity.min.failed,The ordered quantity was adjusted to the next possible quantity for the article because minimum quantity is %min%.,en_US
product-quantity.warning.quantity.max.failed,The ordered quantity was adjusted to the next possible quantity for the article because maximum quantity is %max%.,en_US
product-quantity.warning.quantity.interval.failed,The ordered quantity was adjusted to the next possible quantity for the article because quantity step is %step%.,en_US
cart.locked.change_denied,You can't modify this cart because it's in the process of approval.,en_US
quote_approval.request.send,Send Request,en_US
quote_approval.remove,Cancel Request,en_US
quote_approval.cart.require_approval,"You can't place this order because of your purchasing limit, please send your cart for approval or contact your manager.",en_US
quote_approval.cart.waiting_approval,You can't place this order due to pending approval request.,en_US
quote_approval.create.approver_cant_approve_quote,Selected approver cannot approve your request due to approver limit.,en_US
quote_approval.create.you_cant_approve_quote,You can't approve or decline this cart because it's amount higher that your Approver limit.,en_US
quote_approval.create.quote_already_approved,This Cart was already approved.,en_US
quote_approval.create.quote_already_declined,This Cart was already declined.,en_US
quote_approval.create.quote_already_cancelled,You can't work with this Cart it was already sent to another approver.,en_US
quote_approval.create.quote_already_waiting_for_approval,This Cart was already sent for approval.,en_US
quote_approval.create.only_quote_owner_can_send_request,"You can't sent Cart for Approval, only Cart owner can do it.",en_US
quote_approval.cancel.do_not_have_permission,You don't have permissions to cancel Approval request.,en_US
quote_approval.request.approval_by,by,en_US
quote_approval.created,Your request for Approval was send to %first_name% %last_name%.,en_US
quote_approval.removed,Your request for Approval was canceled.,en_US
quote_approval_widget.title,Approval Request,en_US
quote_approval_widget.limit.unlimited,Unlimited,en_US
quote_approval_widget.no_approvers_found,No approvers found.,en_US
quote_approval_widget.cart.status.approved,Approved,en_US
quote_approval_widget.cart.status.declined,Declined,en_US
quote_approval_widget.cart.status.waiting,Waiting,en_US
quote_approval_widget.shared_cart_warning,"After a cart has been sent to approval, all of its shares will be dismissed.",en_US
quote_approval_widget.limit_text,"Your purchase limit is %amount%. To spend more, request approval from your manager.",en_US
quote_approval_widget.no_limit_text,You do not have a purchase limit,en_US
quote_approval_widget.quote_not_applicable_for_approval_process,This cart can't be processed. Required information is missing.,en_US
quote_approval.request.waiting_for_approval_from,Waiting for Approval from,en_US
quote_approval.request.approved_by,Approved by,en_US
quote_approval.request.declined_by,Declined by,en_US
quote_approval_widget.cart.status,Status,en_US
quote_approval_widget.cart.approve,Approve,en_US
quote_approval_widget.cart.decline,Decline,en_US
quote_approval_widget.cart.cancel,Cancel,en_US
