key,translation,locale
company.user.invitation.deleted.error.message,Запрошення не було видалено,uk_UA
company.user.invitation.invalid,Ваше запрошення недійсне,uk_UA
company.user.invitation.expired,Термін дії вашого запрошення закінчився,uk_UA
company.user.invitation.accepted,Ваше запрошення вже використано,uk_UA
company.user.invitation.import.file.invalid,Файл імпорту недійсний,uk_UA
mail.company.user.invitation.subject,Запрошення,uk_UA
mail.company.user.invitation.body.html,"Вітаємо, %name%! Вас запросили до корпоративного акаунта в Spryker Demo-shop. Скористайтеся цим <a href=""%invitationLink%"">посиланням</a>, щоб завершити реєстрацію",uk_UA
mail.company.user.invitation.body.text,"Вітаємо, %name%! Вас запросили до корпоративного акаунта в Spryker Demo-shop. Скористайтеся цим посиланням %invitationLink%, щоб завершити реєстрацію",uk_UA
company.account.add_new_address,Вкажіть нову адресу,uk_UA
company.account.table.actions,Дії,uk_UA
company.account.business_unit.view,Переглянути,uk_UA
company.account.business_unit.create,Створити бізнес-підрозділ,uk_UA
company.account.business_unit.edit,Редагувати,uk_UA
company.account.business_unit.delete,Видалити,uk_UA
company.account.business_unit.address,Адреси,uk_UA
company.account.business_unit.details,Деталі,uk_UA
company.account.business_unit.description,"Створюючи новий бізнес-підрозділ, ви можете задати різні ролі та підрозділи.",uk_UA
company.company_business_unit.delete.error.has_users,"Ви не можете видалити бізнес-підрозділ, поки він містить користувачів",uk_UA
company.company_business_unit.delete.confirmation.warning,Попередження,uk_UA
company.company_business_unit.delete.confirmation.back,Назад,uk_UA
company.account.address.is_default_billing,Платіжна адреса за замовчуванням,uk_UA
company.account.authorization.success,Реєстрація успішна,uk_UA
company.account.company_user,Користувачі,uk_UA
company.account.company_user.add,Додати нового користувача,uk_UA
company.account.company_role,Ролі,uk_UA
company.account.company_role.add,Додати нову роль,uk_UA
company.account.company_role.default,За замовчуванням,uk_UA
company.account.company_role.edit,Редагувати,uk_UA
company.account.company_role.name,Назва,uk_UA
company.account.company_role.is_default,За замовчуванням,uk_UA
company.account.company_role.edit_information,Редагувати роль '%role_name%',uk_UA
company.account.company_role.details,Деталі,uk_UA
company.account.company_role.view,Переглянути,uk_UA
company.account.company_role.user.manage,Керувати призначеними користувачами компанії,uk_UA
company.account.company_role.users,Користувачі,uk_UA
company.account.company_role.permissions,Дозволи,uk_UA
company.account.company_role.permission.key,Ключ,uk_UA
company.account.company_role.permission.configure,Налаштувати,uk_UA
company.account.company_role.permission.manage,Керувати дозволами,uk_UA
company.account.company_role.permission.status,Статус,uk_UA
company.account.company_role.permission.assign,Призначити,uk_UA
company.account.company_role.permission.assigned,Призначено,uk_UA
company.account.company_role.permission.unassign,Скасувати призначення,uk_UA
company.account.company_role.permission.unassigned,Не призначено,uk_UA
company.company_role.delete.error.has_users,"Ви не можете видалити роль, поки вона містить користувачів",uk_UA
company.account.business_unit.name,Назва,uk_UA
company.account.business_unit.email,Email,uk_UA
company.account.business_unit.phone,Номер телефону,uk_UA
company.account.business_unit.external_url,Зовнішня URL-адреса,uk_UA
company.account.business_unit,Бізнес-підрозділи,uk_UA
company.account.business_unit.add,Створити бізнес-підрозділ,uk_UA
company.account.business_unit.edit,Редагувати,uk_UA
company.account.business_unit.edit_information,Редагувати бізнес-підрозділ,uk_UA
company.account.company_name,Назва компанії,uk_UA
company.account.company_user,Користувачі,uk_UA
company.account.company_user.name,Назва,uk_UA
company.account.company_user.role,Ролі,uk_UA
company.account.company_user.add,Створити користувача,uk_UA
company.account.company_user.business_unit,Бізнес-підрозділ,uk_UA
company.account.company_user.edit,Редагувати,uk_UA
company.account.company_user.create.successful,Користувача компанії успішно створено,uk_UA
company.account.company_user.update.successful,Користувача компанії успішно оновлено,uk_UA
company.account.company_user.delete.successful,Користувача компанії успішно видалено,uk_UA
company.account.company_user.delete.error,Користувача компанії не можна видалити,uk_UA
company.account.company_user.delete.error.delete_yourself,Ви не можете видалити самого себе,uk_UA
company.account.company_user.delete.confirmation.warning,Попередження,uk_UA
company.account.company_user.delete.confirmation.trying_to_delete,Ви намагаєтеся видалити користувача,uk_UA
company.account.company_user.delete.confirmation.deleted_from_everywhere,Він буде видалений з усіх місць,uk_UA
company.account.company_user.delete,Видалити,uk_UA
company.account.company_user.edit_information,Редагувати дані користувача,uk_UA
customer.access.cannot_see_price,"Увійдіть, щоб побачити ціну",uk_UA
company.account.company_user.delete.back,Назад,uk_UA
company.account.company_user.edit_information,Редагувати користувача '%first_name% %last_name%',uk_UA
company.account.company_user.enable,Увімкнути,uk_UA
company.account.company_user.disable,Вимкнути,uk_UA
company.account.company_user.status.enable.success,Користувача компанії успішно увімкнено,uk_UA
company.account.company_user.status.enable.error,Користувача компанії не можна увімкнути,uk_UA
company.account.company_user.status.enable.error.cannot_enable_yourself,Ви не можете увімкнути самого себе,uk_UA
company.account.company_user.status.disable.success,Користувача компанії успішно вимкнено,uk_UA
company.account.company_user.status.disable.error,Користувача компанії не можна вимкнути,uk_UA
company.account.company_user.status.disable.error.cannot_disable_yourself,Ви не можете вимкнути самого себе,uk_UA
quick-order.page-title,Швидке замовлення,uk_UA
quick-order.input-label.qty,Кількість,uk_UA
quick-order.input-label.sku,SKU,uk_UA
quick-order.button.add-more-rows,Додати більше рядків,uk_UA
quick-order.button.create-order,Створити замовлення,uk_UA
quick-order.button.clear-all-rows,Очистити всі рядки,uk_UA
quick-order.message.success.the-form-items-have-been-successfully-cleared,Позиції форми успішно очищено.,uk_UA
quick-order.errors.items-required,Вкажіть щонайменше одне SKU товару,uk_UA
quick-order.errors.quantity-required,Кількість має бути не менше 1,uk_UA
quick-order.errors.quantity-invalid,Введена кількість недійсна. Кількість скориговано до найближчого можливого допустимого значення.,uk_UA
quick-order.paste-order.title,Додати артикули,uk_UA
quick-order.paste-order.description,"Скопіюйте та вставте свої артикули, вказавши SKU і кількість, розділені пробілом, точкою з комою або комою.",uk_UA
quick-order.paste-order.input-placeholder.copy-paste-order,Вставте своє замовлення тут,uk_UA
quick-order.paste-order.button.verify,Підтвердити,uk_UA
quick-order.paste-order.errors.text-order-format-incorrect,Неправильний формат замовлення.,uk_UA
quick-order.paste-order.errors.parser.separator-not-detected,Розділювач не визначено.,uk_UA
quick-order.file-upload-order.title,Завантажити своє замовлення,uk_UA
quick-order.file-upload-order.description,Виберіть файл,uk_UA
quick-order.file-upload-order.success-message,Файл успішно завантажено,uk_UA
quick-order.file-upload-order.error-message,"Не вдалося завантажити файл. Натисніть тут %url%, щоб завантажити шаблон csv",uk_UA
quick-order.file-upload-order.file-template-download-message,"Натисніть тут, щоб завантажити шаблон %template%",uk_UA
quick-order.file-upload-order.button.upload,Завантажити,uk_UA
quick-order.upload-order.errors.upload-order-invalid-mime-type,Недійсний тип файлу.,uk_UA
quick-order.upload-order.errors.upload-order-invalid-amount-of-rows,Занадто багато рядків — файл не можна обробити.,uk_UA
quick-order.upload-order.errors.upload-order-invalid-format,Недійсний формат.,uk_UA
quick-order.upload-order.errors.upload-order-no-file,Файл не було додано.,uk_UA
quick-order.input-label.sku.name,SKU або назва,uk_UA
quick-order.input.placeholder,Пошук за SKU або назвою,uk_UA
quick-order.input-label.measurement_unit,Одиниця виміру,uk_UA
quick-order.input-label.merchant,Продавець,uk_UA
quick-order.input-label.price,Ціна,uk_UA
quick-order.search.no_results,Позицію не знайдено,uk_UA
quick-order.input-quantity.message.error,Замовлену кількість скориговано до найближчої можливої кількості для артикула.,uk_UA
quick-order.upload-order.errors.upload-order-invalid-sku-item,Товар із таким SKU не знайдено.,uk_UA
quick-order.upload-order.allowed-file-extensions,Приймаються лише файли %extensions%,uk_UA
quick-order.upload-order.browse-file,Файл не вибрано. Огляд файлів,uk_UA
checkout.pre.check.shipment.failed,Недійсний спосіб доставки %method_name% (%carrier_name%).,uk_UA
checkout.validation.company_address.not_found,Адресу компанії з ID %id% не знайдено.,uk_UA
checkout.validation.company_address.not_applicable,Адреси компанії застосовуються лише для користувачів компанії.,uk_UA
checkout.validation.item.no_shipment_selected,Для позиції кошика %id% не вибрано відправлення.,uk_UA
checkout.validation.customer_address.not_found,Адресу клієнта з ID %id% не знайдено.,uk_UA
checkout.validation.customer_address.not_applicable,Адреси клієнта застосовуються лише для клієнтів.,uk_UA
measurement_units.item.name,Позиція,uk_UA
measurement_units.standard.weight.kilo.name,Кіло,uk_UA
measurement_units.standard.weight.gram.name,Грам,uk_UA
measurement_units.standard.weight.tone.name,Тонна,uk_UA
measurement_units.standard.weight.gbou.name,GB Ounce,uk_UA
measurement_units.standard.weight.usou.name,Унція США,uk_UA
measurement_units.standard.weight.pund.name,Фунт,uk_UA
measurement_units.standard.weight.huwg.name,Центнер,uk_UA
measurement_units.standard.weight.gbtn.name,GB Ton,uk_UA
measurement_units.standard.weight.ustn.name,Тонна США,uk_UA
measurement_units.standard.weight.oztr.name,Тройська унція,uk_UA
measurement_units.standard.weight.ucwt.name,Центнер США,uk_UA
measurement_units.standard.length.metr.name,Метр,uk_UA
measurement_units.standard.length.cmet.name,Сантиметр,uk_UA
measurement_units.standard.length.mmet.name,Міліметр,uk_UA
measurement_units.standard.length.kmet.name,Кілометр,uk_UA
measurement_units.standard.length.inch.name,Дюйм,uk_UA
measurement_units.standard.length.yard.name,Ярд,uk_UA
measurement_units.standard.length.foot.name,Фут,uk_UA
measurement_units.standard.length.mile.name,Миля,uk_UA
measurement_units.standard.area.smet.name,Квадратний метр,uk_UA
measurement_units.standard.area.sqki.name,Квадратний кілометр,uk_UA
measurement_units.standard.area.smil.name,Квадратний міліметр,uk_UA
measurement_units.standard.area.scmt.name,Квадратний сантиметр,uk_UA
measurement_units.standard.area.sqin.name,Квадратний дюйм,uk_UA
measurement_units.standard.area.sqfo.name,Квадратний фут,uk_UA
measurement_units.standard.area.sqmi.name,Квадратна миля,uk_UA
measurement_units.standard.area.sqya.name,Квадратний ярд,uk_UA
measurement_units.standard.area.acre.name,Акр,uk_UA
measurement_units.standard.area.ares.name,Є,uk_UA
measurement_units.standard.area.hect.name,Гектар,uk_UA
measurement_units.standard.litr.name,Літр,uk_UA
measurement_units.standard.celi.name,Сантилітр,uk_UA
measurement_units.standard.mili.name,Мілілітр,uk_UA
measurement_units.standard.gbga.name,GB Gallon,uk_UA
measurement_units.standard.gbpi.name,GB Pint,uk_UA
measurement_units.standard.uspi.name,Пінта США,uk_UA
measurement_units.standard.gbqa.name,GB Quart,uk_UA
measurement_units.standard.usqa.name,Кварта США,uk_UA
measurement_units.standard.usga.name,Галон США,uk_UA
measurement_units.standard.barl.name,Барель,uk_UA
measurement_units.standard.bcuf.name,Мільярд кубічних футів,uk_UA
measurement_units.standard.bdft.name,Дошкові фути,uk_UA
measurement_units.standard.cbme.name,Кубічний метр,uk_UA
measurement_units.standard.miba.name,Мільйон барелів,uk_UA
measurement_units.standard.dgeu.name,Еквівалент галона дизеля,uk_UA
measurement_units.standard.ggeu.name,Еквівалент галона бензину,uk_UA
measurement_units.standard.busl.name,Бушель,uk_UA
measurement_units.recommendation.between-units-info,Вибрана вами кількість перебуває між 2 базовими одиницями,uk_UA
measurement_units.recommendation.min-violation,Вимоги до мінімальної кількості для товару не виконано,uk_UA
measurement_units.recommendation.max-violation,Вимоги до максимальної кількості для товару не виконано,uk_UA
measurement_units.recommendation.suggestion,Бажаєте додати,uk_UA
measurement_units.new-price,Нова ціна,uk_UA
product.measurement.sales_unit,Одиниця продажу,uk_UA
cart.pre.check.quantity.min.failed,Вимоги до мінімальної кількості для товару з SKU '%sku%' не виконано.,uk_UA
cart.pre.check.quantity.max.failed,Перевищено максимальну кількість для товару з SKU '%sku%'.,uk_UA
cart.pre.check.quantity.value.failed,Неправильна кількість для товару з SKU '%sku%'.,uk_UA
cart.pre.check.quantity.interval.failed,Вимоги до інтервалу кількості для товару з SKU '%sku%' не виконано.,uk_UA
persistent_cart.error.quote.not_available,Кошик не існує,uk_UA
persistent_cart.quote.remove.success,Кошик успішно видалено,uk_UA
persistent_cart.quote.remove.can_not_remove_last_cart,Клієнт повинен мати щонайменше один кошик,uk_UA
cart_note.cart_page.item.note_added,Примітку успішно додано до позиції '%sku%',uk_UA
cart_note.cart_page.cart.note_added,Примітку успішно додано до кошика,uk_UA
cart_note.quote_form.enter_note,Додати примітку до кошика,uk_UA
cart_note.quote_form.placeholder,Введіть свою примітку,uk_UA
cart_note.item_form.enter_note,Додати примітку до позиції,uk_UA
cart_note.item_form.placeholder,Введіть свою примітку,uk_UA
cart_note.form.save,Зберегти,uk_UA
cart_note.form.comment,Коментар,uk_UA
cart_note.form.add_comment,Додати коментар,uk_UA
cart_note.form.edit_comment,Редагувати коментар,uk_UA
cart_note.form.remove_comment,Видалити коментар,uk_UA
cart_note.checkout_page.item_note,Примітка,uk_UA
cart_note.checkout_page.quote_note,Примітка до кошика,uk_UA
cart_note.customer_page.item_note,Примітка до позиції замовлення,uk_UA
cart_note.customer_page.order_note,Примітка до замовлення,uk_UA
cart.validate.items.price.changed,Ціни на товари з SKU '%sku%' було змінено.,uk_UA
multi_cart.form.create_cart,Додати новий кошик,uk_UA
multi_cart.form.quote.name,Назва кошика,uk_UA
multi_cart.form.duplicate,Дублювати,uk_UA
multi_cart.form.edit,Редагувати,uk_UA
multi_cart.form.edit_cart,Редагувати кошик,uk_UA
multi_cart.form.edit_cart_information,"Редагувати ""cart_name""",uk_UA
multi_cart.cart.set_default.success,Кошик '%quote%' успішно встановлено як ваш активний кошик.,uk_UA
multi_cart_page.cart_clear.success,Кошик успішно очищено,uk_UA
multi_cart_page.cart_delete_confirmation.warning,Попередження,uk_UA
multi_cart_page.cart_delete_confirmation.trying_to_delete,Ви намагаєтеся видалити кошик,uk_UA
multi_cart_page.cart_delete_confirmation.shared_with,Спільний доступ надано таким користувачам,uk_UA
multi_cart_page.cart_delete_confirmation.from_all_of_them,Він буде видалений з усіх них,uk_UA
multi_cart_page.cart_delete_confirmation.cancel,Скасувати,uk_UA
multi_cart_page.cart_delete_confirmation.delete,Видалити,uk_UA
multi_cart_page.cart_delete_confirmation.breadcrumbs.shopping_carts,Кошики,uk_UA
multi_cart_page.delete_all,Видалити все,uk_UA
multi_cart_widget.cart.cart_name,Назва кошика,uk_UA
multi_cart_widget.cart.cart_name.aria_label,Назва кошика: %cartName%,uk_UA
multi_cart_widget.cart.add,Створити новий кошик,uk_UA
multi_cart_widget.cart.action.change_name,Змінити назву,uk_UA
multi_cart_widget.cart.action.duplicate,Дублювати,uk_UA
multi_cart_widget.cart.action.clear,Очистити кошик,uk_UA
multi_cart_widget.cart.action.delete,Видалити кошик,uk_UA
multi_cart_widget.cart.action.view,Переглянути деталі,uk_UA
multi_cart_widget.cart.action.set_default,Зробити активним,uk_UA
multi_cart_widget.cart.default,Активний,uk_UA
multi_cart_widget.cart.item,Позиція,uk_UA
multi_cart_widget.cart.items,Позиції,uk_UA
multi_cart_widget.cart.view_all,Усі кошики,uk_UA
multi_cart_widget.cart.cart,Кошик,uk_UA
multi_cart_widget.cart.carts,Кошики,uk_UA
multi_cart_widget.cart.list,Список кошиків,uk_UA
multi_cart_widget.cart.status,Статус,uk_UA
multi_cart_widget.cart.sub_total,Проміжна сума,uk_UA
multi_cart_widget.cart.actions,Дії,uk_UA
multi_cart_widget.cart.created.success,Кошик '%quoteName%' успішно створено,uk_UA
multi_cart_widget.cart.updated.success,Кошик успішно оновлено,uk_UA
multi_cart_widget.cart.remove.confirm,"Ви впевнені, що хочете видалити цей кошик?",uk_UA
multi_cart_widget.cart.delete.error,Кошик не можна видалити,uk_UA
multi_cart_widget.aria_label.mini-cart-radio-switcher,Перемкнути поточний кошик на %cartName%,uk_UA
shared_cart_widget.add_product.separate,Додати як окрему позицію,uk_UA
shared_cart_widget.cart.share,Поділитися кошиком,uk_UA
shared_cart_widget.cart.unshare,Припинити спільний доступ до кошика,uk_UA
shared_cart_widget.cart.dismiss,Відхилити,uk_UA
shared_cart_widget.share_list.shared_with,Кошиком поділилися з,uk_UA
shared_cart_widget.share_list.customer_name,Користувач,uk_UA
shared_cart_widget.share_list.permission,Рівень доступу,uk_UA
shared_cart_widget.share_list.actions,Дії,uk_UA
shared_cart_widget.share_list.action.unshare,Припинити спільний доступ до кошика,uk_UA
shared_cart.share_list.permissions.NO_ACCESS,Немає доступу,uk_UA
shared_cart.share_list.permissions.READ_ONLY,Лише для читання,uk_UA
shared_cart.share_list.permissions.FULL_ACCESS,Повний доступ,uk_UA
shared_cart.share_list.permissions.OWNER_ACCESS,Доступ власника,uk_UA
shared_cart.form.share_cart,Поділитися кошиком,uk_UA
shared_cart.form.share_cart.title,"Поділитися кошиком ""cart_name""",uk_UA
shared_cart.form.customer,Користувач,uk_UA
shared_cart.form.select_customer,Виберіть користувача,uk_UA
shared_cart.form.select_permissions,Доступ,uk_UA
shared_cart.form.share_button,Поділитися,uk_UA
shared_cart.form.save_button,Зберегти,uk_UA
shared_cart.form.data_empty,"Немає користувачів, яким ви можете надати доступ до кошика.",uk_UA
shared_cart.share.error.already_exist,Кошиком уже поділилися з цим клієнтом,uk_UA
shared_cart.share.breadcrumbs.share,Поділитися,uk_UA
shared_cart.share.breadcrumbs.shopping_carts,Кошики,uk_UA
shared_cart.share.form.users,Користувачі,uk_UA
shared_cart_page.share.success,Кошиком успішно поділилися,uk_UA
shared_cart_page.unshare.success,Спільний доступ до кошика успішно припинено,uk_UA
shared_cart_page.dismiss_confirmation.warning,Попередження,uk_UA
shared_cart.dismiss.title,Скасувати спільний кошик ‘quote_name’,uk_UA
shared_cart_page.share.breadcrumbs.dismiss,Відхилити,uk_UA
shared_cart_page.cart.dismiss,Відхилити,uk_UA
shared_cart_page.dismiss_confirmation.trying_to_dismiss,"Ви впевнені, що хочете скасувати кошик?",uk_UA
shared_cart_page.dismiss.success,Кошик успішно скасовано.,uk_UA
shared_cart.cart.set_default.success,Кошик '%quote%' успішно встановлено як активний.,uk_UA
shopping_list.shopping_list,Списки покупок,uk_UA
shopping_list.item_quantity,Кількість,uk_UA
shopping_list.remove_all_items,Видалити все,uk_UA
shopping_list.item_note,Коментар:,uk_UA
shopping_list.item_note.add,Додати коментар,uk_UA
shopping_list.item_note.enter_note,Додати примітку до позиції,uk_UA
customer.account.shopping_list,Списки покупок,uk_UA
customer.account.shopping_list.access,Доступ,uk_UA
customer.account.shopping_list.access.full_access,Повний доступ,uk_UA
customer.account.shopping_list.access.read_only,Лише для читання,uk_UA
customer.account.shopping_list.create.success,Список '%name%' успішно створено.,uk_UA
customer.account.shopping_list.create.failed,Не вдалося створити список покупок.,uk_UA
customer.account.shopping_list.overview.create.success,Список покупок успішно створено.,uk_UA
customer.account.shopping_list.overview.shared_with,Доступ надано,uk_UA
customer.account.shopping_list.overview.title,Керувати списками покупок,uk_UA
customer.account.shopping_list.overview.enter_name,Введіть назву тут,uk_UA
customer.account.shopping_list.overview.add_new,Створити список покупок,uk_UA
customer.account.shopping_list.overview.name,Назва,uk_UA
customer.account.shopping_list.overview.item_count,кількість позицій,uk_UA
customer.account.shopping_list.overview.modified_date,Дата останнього оновлення,uk_UA
customer.account.shopping_list.overview.created_date,Створено,uk_UA
customer.account.shopping_list.overview.actions,Дії,uk_UA
customer.account.shopping_list.overview.edit,Редагувати,uk_UA
customer.account.shopping_list.overview.warning,Попередження,uk_UA
customer.account.shopping_list.overview.view,Переглянути,uk_UA
customer.account.shopping_list.overview.form.new,Створити новий список покупок,uk_UA
customer.account.shopping_list.overview.delete,Видалити,uk_UA
customer.account.shopping_list.overview.empty,У вас ще немає списків покупок.,uk_UA
customer.account.shopping_list.overview.share,Поділитися,uk_UA
customer.account.shopping_list.overview.print,Друк,uk_UA
customer.account.shopping_list.overview.dismiss,Відхилити,uk_UA
shopping_list_page.dismiss_confirmation.trying_to_dismiss,"Ви впевнені, що хочете скасувати список покупок?",uk_UA
shopping_list_page.dismiss.failed,Список покупок не було скасовано.,uk_UA
shopping_list_page.dismiss.success,Список покупок успішно скасовано.,uk_UA
shopping_list_page.aria_label.choose.shopping_list,"Виберіть список покупок %shoppingListName%, щоб додати його позиції в кошик.",uk_UA
customer.account.shopping_list.share.from.share,Поділитися,uk_UA
customer.account.shopping_list.share.from.share.title,"Поділитися ""%name%""",uk_UA
customer.account.shopping_list.share.from.share_with,Надати доступ до списку покупок:,uk_UA
customer.account.shopping_list.item.select_item,Потрібно вибрати хоча б один товар.,uk_UA
customer.account.shopping_list.item.add.success,Позицію %sku% додано до списку.,uk_UA
customer.account.shopping_list.item.add.failed,Не вдалося додати позицію %sku% до списку.,uk_UA
customer.account.shopping_list.items.added_to_cart.select_list,Потрібно вибрати щонайменше один список покупок.,uk_UA
customer.account.shopping_list.product,Товар,uk_UA
customer.account.shopping_list.price,Ціна,uk_UA
customer.account.shopping_list.overview.variant,Варіант,uk_UA
customer.account.shopping_list.availability,Наявність,uk_UA
customer.account.shopping_list.available,Доступний,uk_UA
customer.account.shopping_list.not_available,Наразі недоступно,uk_UA
customer.account.shopping_list.add-to-cart,Додати в кошик,uk_UA
customer.account.shopping_list.empty,Наразі у вашому списку покупок немає позицій.,uk_UA
customer.account.shopping_list.add_all_available_to_cart,Додати всі доступні товари в кошик,uk_UA
customer.account.shopping_list.quick_add,Швидко додати до списку покупок,uk_UA
customer.account.shopping_list.quick_add.submit,Додати,uk_UA
customer.account.shopping_list.subtotal,Проміжна сума,uk_UA
customer.account.shopping_list.print_shopping_list,Друк,uk_UA
customer.account.shopping_list.item.not_added,Не вдалося додати товар до списку покупок.,uk_UA
customer.account.shopping_list.add_item.success,Позицію додано до списку покупок.,uk_UA
customer.account.shopping_list.item.remove.success,Товар успішно видалено.,uk_UA
customer.account.shopping_list.item.remove.failed,Товар не було видалено зі списку покупок.,uk_UA
customer.account.shopping_list.updated,Список покупок успішно оновлено,uk_UA
customer.account.shopping_list.clear.success,Список покупок успішно очищено.,uk_UA
customer.account.shopping_list.delete.success,Список покупок успішно видалено.,uk_UA
customer.account.shopping_list.delete.failed,Список покупок не було видалено.,uk_UA
customer.account.shopping_list.delete.you_are_trying_to_delete_shopping_list,Ви намагаєтеся видалити список покупок,uk_UA
customer.account.shopping_list.delete.warning,Попередження,uk_UA
customer.account.shopping_list.delete.it_belongs_to_follow,Належить до таких,uk_UA
customer.account.shopping_list.delete.it_will_be_deleted_from_all_of_them,Він буде видалений з усіх них!,uk_UA
customer.account.shopping_list.quantity,Кількість,uk_UA
customer.account.shopping_list.remove,Видалити,uk_UA
customer.account.shopping_list.access,Доступ,uk_UA
customer.account.shopping_list.permissions.NO_ACCESS,Немає доступу,uk_UA
customer.account.shopping_list.permissions.READ_ONLY,Лише для читання,uk_UA
customer.account.shopping_list.permissions.FULL_ACCESS,Повний доступ,uk_UA
customer.account.shopping_list.item.added_to_cart.failed,Частину вибраних позицій не було додано в кошик.,uk_UA
customer.account.shopping_list.items.added_to_cart.not_found,"Немає товарів, доступних для додавання в кошик.",uk_UA
customer.account.shopping_list.item.added_to_cart,Позицію успішно додано в кошик.,uk_UA
customer.account.shopping_list.item.added_all_available_to_cart,Доступні позиції успішно додано в кошик.,uk_UA
customer.account.shopping_list.item.added_all_available_to_cart.failed,Не всі позиції успішно додано в кошик,uk_UA
validation.not_blank,Це значення не може бути порожнім.,uk_UA
validation.invalid_date,Дата повинна бути в правильному форматі %s.,uk_UA
validation.address_number,"Це значення недійсне (допустимий формат, наприклад: 12c).",uk_UA
validation.zip_code,Це поле повинно містити рівно 5 цифр.,uk_UA
validation.min_length,Це поле повинно містити щонайменше {{ limit }} символів.,uk_UA
validation.max_length.singular,Це значення завелике. Воно повинно містити {{ limit }} символ або менше.,uk_UA
validation.max_length.plural,Це значення завелике. Воно повинно містити {{ limit }} символів або менше.,uk_UA
validation.email,Це значення не є дійсною адресою електронної пошти.,uk_UA
validation.choice,Це значення недійсне,uk_UA
shopping_list.cart.items_add.failed,Не вдалося додати позиції до списку,uk_UA
shopping_list.cart.items_add.success,Позиції додано до списку,uk_UA
shopping_list.not_applicable,Н/Д,uk_UA
shopping_list_add_items_widget.add_to_shopping_list,Додати до списку покупок,uk_UA
page.detail.add-to-shopping-list,Додати до списку покупок,uk_UA
cart.add-to-shopping-list,Додати до списку покупок,uk_UA
cart.add-to-shopping-list.form,Зберегти кошик до списку покупок,uk_UA
cart.add-to-shopping-list.form.placeholder,Введіть назву нового списку покупок,uk_UA
cart.add-to-shopping-list.form.add_new,Додати новий список покупок,uk_UA
cart.add-to-shopping-list.form.create,Створити список покупок,uk_UA
cart.add-to-shopping-list.form.error.empty_name,Вкажіть назву списку покупок,uk_UA
cart.quick_add_to_cart,Швидко додати в кошик,uk_UA
cart.quick_add_to_cart.submit,Додати в кошик,uk_UA
product_quick_add_widget.form.quantity,# Кільк.,uk_UA
product_quick_add_widget.form.error.quantity.required,Кількість має бути не менше 1,uk_UA
product_quick_add_widget.form.error.quantity.max_value_constraint,Вказана кількість завелика,uk_UA
product_quick_add_widget.form.error.redirect_route_empty,Роутер перенаправлення не може бути порожнім,uk_UA
product_quick_add_widget.form.error.sku.empty,SKU не може бути порожнім,uk_UA
customer.account.shopping_list.overview.add_shopping_list_to_cart,Додати вибране до,uk_UA
customer.account.shopping_list.items.added_to_cart.failed,Частину позицій не було додано в кошик.,uk_UA
customer.account.shopping_list.items.added_to_cart,Позиції успішно додано в кошик.,uk_UA
customer.account.shopping_list.add_selected_items_to_cart,Додати вибрані позиції в кошик,uk_UA
customer.account.shopping_list.share.select_company_user,Виберіть клієнта,uk_UA
customer.account.shopping_list.share.select_company_business_unit,Виберіть бізнес-підрозділ,uk_UA
customer.account.shopping_list.share.select_permission,Виберіть рівень доступу,uk_UA
customer.account.shopping_list.share.error.one_id_required,"Виберіть клієнта або бізнес-підрозділ, якому ви хочете надати доступ до списку покупок",uk_UA
customer.account.shopping_list.share.share_shopping_list_successful,Доступ до списку покупок успішно надано,uk_UA
customer.account.shopping_list.share.share_shopping_list_fail,Доступ до цього списку покупок уже надавався цьому суб'єкту,uk_UA
customer.account.shopping_list.overview.owner,Власник,uk_UA
customer.account.shopping_list.error.duplicate_name,Список покупок із такою назвою вже існує.,uk_UA
customer.account.shopping_list.error.cannot_update,Не вдалося оновити список покупок.,uk_UA
customer.account.shopping_list.share.choose_access,Виберіть доступ,uk_UA
packaging_unit_type.item.name,Позиція,uk_UA
packaging_unit_type.ring_500.name,Моток (500 м),uk_UA
packaging_unit_type.box.name,Коробка,uk_UA
packaging_unit_type.palette.name,Палета,uk_UA
packaging_unit_type.giftbox.name,Подарункова коробка,uk_UA
packaging_unit_type.valentines_special.name,Пропозиція до Дня Валентина,uk_UA
packaging_unit_type.pack_5.name,Упаковка 5,uk_UA
packaging_unit_type.pack_10.name,Упаковка 10,uk_UA
business_on_behalf_widget.no_selected_company,Ваш бізнес-підрозділ,uk_UA
business_on_behalf_widget.change_company_user,Виберіть бізнес-підрозділ,uk_UA
company_user.business_on_behalf.error.company_not_active,Ви не можете вибрати цього користувача компанії — компанія не активна.,uk_UA
company_user.business_on_behalf.error.company_user_invalid,Ви не можете вибрати цього користувача компанії — він недійсний.,uk_UA
company_user.change_company_user,Виберіть бізнес-підрозділ,uk_UA
company_user.no_company,Немає бізнес-підрозділу,uk_UA
company_user.company_choice,Бізнес-підрозділ,uk_UA
company_user.remember_choice,Запам'ятати вибір,uk_UA
company_page.company_user_restricted_message,Звичайні клієнти не можуть працювати на корпоративних сторінках,uk_UA
company_page.company_business_unit_restricted_message,У вас немає дозволу виконати цю операцію,uk_UA
company_page.validation.error.company_user.unauthorized_request,Неавторизований запит.,uk_UA
customer.account.print_shopping_list.table.barcode,Штрихкод,uk_UA
customer.account.print_shopping_list.table.product_sku,SKU товару,uk_UA
customer.account.print_shopping_list.table.product_name,Назва товару,uk_UA
customer.account.print_shopping_list.table.default_price,Ціна за замовчуванням,uk_UA
